1,0.273684211
2,0.252631579
3,0.273684211
11,0.273684211
12,1.189473684
13,0.273684211
14,0.273684211
19,0.294736842
20,0.294736842
21,0.294736842
26,1.473684211
29,0.421052632
30,1.336842105
31,0.421052632
32,0.421052632
39,0.894736842
42,1.473684211
43,1.631578947
46,1.347368421
47,1.336842105
53,0.294736842
62,0.905263158
69,1.726315789
73,1.473684211
82,1.378947368
83,1.284210526
85,4.252631579
88,1.336842105
89,1.421052632
90,1.431578947
91,1.526315789
92,1.568421053
93,1.905263158
94,2.6
97,1.326315789
98,1.778947368
99,2.642105263
100,2.431578947
104,1.052631579
106,0.473684211
107,0.621052632
108,0.947368421
124,2.673684211
125,5.010526316
126,5.042105263
135,0.905263158
136,0.905263158
137,0.905263158
142,0.947368421
144,0.957894737
150,2.526315789
197,0.368421053
199,0.431578947
205,1.526315789
230,1.452631579
361,1.831578947
365,1.473684211
376,1.957894737
377,1.915789474
382,0.294736842
399,1.347368421
416,1.568421053
417,1.578947368
418,1.547368421
419,1.568421053
423,2.147368421
424,2.157894737
428,2.684210526
430,2.684210526
431,2.684210526
438,3.094736842
448,1.568421053
456,2.052631579
501,2.136842105
504,17.71578947
507,3.2
517,3.589473684
518,6.610526316
520,1.326315789
521,1.326315789
523,1.852631579
524,1.852631579
527,2.010526316
528,2.010526316
566,0.989473684
567,1
568,1.294736842
569,1.294736842
570,1.515789474
571,1.452631579
572,1.589473684
573,1.578947368
574,1.978947368
575,1.852631579
576,2.052631579
578,1.010526316
579,2.063157895
580,0.831578947
581,1.715789474
582,1.705263158
583,1.821052632
584,2.010526316
620,1.210526316
621,1.242105263
622,1.547368421
623,1.547368421
624,1.726315789
625,1.726315789
626,1.957894737
627,1.968421053
643,1.621052632
644,1.684210526
645,1.905263158
646,1.947368421
647,2.210526316
648,2.378947368
649,2.347368421
690,1.884210526
691,2.010526316
692,2.547368421
693,1.873684211
694,2.115789474
695,2.589473684
696,4.884210526
697,7.905263158
698,4.652631579
699,7.610526316
700,10.24210526
707,2.063157895
708,2.210526316
709,2.505263158
710,2.926315789
711,3.157894737
712,3.810526316
713,3.442105263
714,4.305263158
715,2.863157895
716,3.357894737
717,4.157894737
718,5.042105263
728,2.957894737
729,3.442105263
730,4.315789474
731,2.021052632
732,2.157894737
733,2.726315789
735,2.242105263
736,1.378947368
737,1.021052632
741,2.010526316
742,2.231578947
743,2.757894737
744,3.2
755,1.052631579
786,2.252631579
787,1.957894737
788,1.705263158
789,1.663157895
790,2.389473684
820,46.78947368
870,1.136842105
871,1.136842105
872,1.136842105
874,1.105263158
875,1.084210526
876,1.084210526
877,1.084210526
878,1.063157895
879,1.084210526
947,0.947368421
996,1.326315789
997,1.547368421
1077,1.105263158
1078,1.105263158
1079,1.115789474
1080,1.115789474
1093,1.705263158
1094,1.705263158
1095,1.705263158
1096,1.242105263
1097,1.242105263
1099,1.473684211
1100,1.378947368
1101,1.484210526
1102,1.357894737
1138,1.852631579
1394,1.094736842
1475,0.768421053
1476,0.8
1477,0.8
1478,0.926315789
1479,0.947368421
1480,0.989473684
1481,1.105263158
1482,1.105263158
1483,1.115789474
1484,0.8
1485,0.947368421
1486,1.115789474
1493,3.578947368
1494,4.084210526
1500,0.968421053
1501,0.968421053
1502,0.957894737
1504,1.242105263
1505,0.947368421
1510,1.178947368
1511,1.178947368
1512,1.242105263
1514,1.157894737
1520,1.242105263
1521,1.252631579
1523,2
1524,3.052631579
1525,3.589473684
1530,1.294736842
1531,1.305263158
1532,1.305263158
1535,1.305263158
1537,2.294736842
1553,1.610526316
1554,1.242105263
1559,1.094736842
1560,1.610526316
1561,1.473684211
1580,1.273684211
1581,1.8
1582,2.042105263
1605,1.768421053
1607,1.968421053
1608,2.010526316
1609,2.336842105
1611,2.378947368
1620,0.968421053
1626,5.315789474
1627,5.231578947
1628,6.210526316
1629,6.115789474
1630,9.757894737
1638,1.873684211
1648,3.673684211
1649,3.589473684
1650,3.673684211
1651,3.021052632
1652,5.031578947
1653,5.884210526
1663,1.526315789
1664,3.526315789
1665,3.526315789
1679,2.336842105
1680,1.105263158
1701,1.136842105
1703,1.042105263
1788,4.368421053
1792,5.778947368
1793,6.789473684
1795,7.652631579
1802,6.684210526
1803,7.505263158
1816,1.831578947
1817,1.778947368
1818,1.968421053
1819,1.631578947
1820,1.926315789
1821,2.242105263
1823,1.621052632
1824,1.926315789
1850,0.957894737
1853,0.989473684
1854,1.442105263
1855,1.4
1856,1.621052632
1857,2.526315789
1858,1.442105263
1859,1.631578947
1860,1.810526316
1861,1.326315789
1862,1.473684211
1863,1.715789474
1864,1.8
1865,1.578947368
1866,1.821052632
1867,2.115789474
1869,2.536842105
1900,1.178947368
1902,1.157894737
1905,1.2
1907,1.210526316
1908,1.136842105
1909,0.905263158
1910,1.231578947
1911,1.242105263
1912,1.252631579
1913,1.252631579
1960,1.610526316
1961,1.610526316
1962,1.610526316
1963,1.957894737
1964,1.957894737
1965,1.957894737
1966,2.926315789
1967,2.926315789
1968,2.926315789
1972,2.105263158
1973,2.526315789
1974,3.505263158
1975,2.105263158
1976,2.526315789
1977,3.505263158
2166,1.326315789
2188,2.063157895
2208,7.063157895
2212,1.147368421
2216,1.810526316
2217,33.93684211
2218,1.210526316
2219,1.515789474
2220,1.663157895
2221,1.210526316
2222,1.452631579
2223,1.536842105
2224,1.147368421
2225,1.305263158
2226,1.326315789
2232,1.915789474
2233,1.873684211
2234,2.547368421
2235,3.536842105
2236,4.073684211
2237,3.494736842
2238,1.2
2240,1.389473684
2241,1.757894737
2242,2.147368421
2243,2.021052632
2301,1.231578947
2302,1.452631579
2306,1.273684211
2307,1.536842105
2309,2.252631579
2310,2.452631579
2311,2.968421053
2312,1.736842105
2313,1.705263158
2314,1.810526316
2315,1.905263158
2316,2
2328,1.873684211
2338,1.157894737
2400,0.442105263
2401,0.368421053
2402,0.431578947
2500,0.442105263
2501,0.368421053
2502,0.442105263
2503,0.442105263
2504,0.368421053
2505,0.442105263
2560,1.8
2561,1.284210526
2562,1.515789474
2563,1.631578947
2564,2.789473684
2565,1.4
2566,1.968421053
2567,2.305263158
2569,1.484210526
2570,2.252631579
2571,2.631578947
2572,2.852631579
2573,4.336842105
2574,5.136842105
2675,1.094736842
2676,1.094736842
2678,1.105263158
2679,1.4
2680,1.4
2682,1.347368421
2683,1.526315789
2684,1.526315789
2720,1.284210526
2721,1.610526316
2722,1.684210526
2725,2.242105263
2729,1.094736842
2730,1.4
2731,1.526315789
2732,4.778947368
2738,1.273684211
2740,1.715789474
2741,1.2
2742,1.2
2743,2.231578947
2744,1.421052632
2745,1.442105263
2746,2.673684211
2747,1.589473684
2748,1.621052632
2749,3.126315789
2750,1.757894737
2752,2.105263158
2753,2.378947368
2754,3
2755,2.505263158
2756,2.936842105
2760,1.042105263
2761,1.042105263
2762,1.021052632
2763,1.273684211
2764,1.273684211
2765,1.284210526
2766,1.389473684
2767,1.4
2768,1.421052632
2769,1.578947368
2770,1.578947368
2771,1.589473684
2772,1.010526316
2773,1.010526316
2774,1.010526316
2775,1.252631579
2776,1.252631579
2777,1.568421053
2778,1.568421053
2779,1.252631579
2780,1.568421053
2781,1.378947368
2782,1.389473684
2783,1.389473684
2784,1.547368421
2785,1.547368421
2786,1.568421053
2787,0.863157895
2788,1
2789,1.147368421
2790,1.2
2791,0.821052632
2792,0.989473684
2793,1.2
2794,1.136842105
2798,1.042105263
2799,1.252631579
